@relation training-set

@attribute @class@ {Social,Technology,Politics,Sports}
@attribute content string

@data
Social,'US President Barack Obama has declared H N flu a national emergency H N a national emergency'
Social,'A magnitude earthquake has struck off Indonesia tsunami alert has been quake hits off Indonesia'
Social,'Thousands of motorists and commuters were stuck in jams islandwide due to a Shell fuel Shell fuel offer causes jams'
Technology,'Latest discovery of tools remains provides further proof that Malawi could be the cradle of humankind news The cradle of mankind'
Technology,'Algae may be a secret weapon in climate change as a new source of fuel news Algae may be a secret weapon'
Social,'Japan PM says proposed East Asian community which includes Asean should aspire to lead the world news E Asia should aspire to lead'
Technology,'Toshiba Hitachi and Mitsubishi looking to develop small nuclear reactors for use by developing nations news Small reactors in development'
Technology,'Notice something different about Facebook They ve revamped their home page feeds news tech Facebook revamps feed'
Social,'Texas police chief says sorry after at least ppl received traffic tickets because they couldn t speak English news Non English speakers booked'
Social,'US plane with on board overshoots its destination by km prompting fears of a hijacking news Plane overshot by km'
Social,'Balloon boy s mum tells a court that the balloon saga was a hoax news Balloon saga was a hoax Mum'
Politics,'US President Obama to meet MM Lee at the White House next week news singapore Obama to meet MM Lee'
Social,'High demand pushes prices of HDB resale flats up in Q new singapore HDB resale prices rise'
Social,'Private home prices in Singapore rose by in Q news Private home prices up'
Technology,'Amazon says digital books ordered for use on Kindle can now be read on personal computers news tech Kindle PC sync soon Amazon'
Social,'US bands outraged that their music was blasted at Guantanamo Bay as part of terror interrogations news Bands slam Gitmo over music'
Social,'Small group of Michael Jackson fans are calling the film This is It a cover up of the star s final days news lifestyle MJ film a cover up fans'
Technology,'Nokia sues Apple over iPhone claims Apple infringed Nokia patents news tech Nokia sues Apple over iPhone'
Social,'Church of Sweden will allow gay marriages to be held in their Gay weddings in church okay'
Social,'China is turning a blind eye to the thriving illegal trade in tiger parts says campaign China ignoring tiger trade'
Social,'Malaysia s nnd largest ruling party MCA have agreed to patch up a leadership MCA leaders settle feud'
Technology,'Would you pay RM S for an Acer Aspire laptop A college in Penang bought units at that price for a laptop'
Social,'The Straits Times Readership for ST com rose by according to annual Nielsen Media Index news singapore ST readership steady'
Social,'Robber repents during robbery prays with store clerk asks for hug then takes US and clerk s hand phone news Robber joins mid heist prayer'
Technology,'Google to allow users to listen buy songs directly from search results in partnership with online music sites news tech Google partners to offer music'
Social,'Polanski s bid for bail release has been rejected by Swiss court but he plans to Polanski release bid rejected'
Politics,'The Singapore Government does not see a need to regulate beauty pageants says Minister Lim No pageant regulation'
Technology,'New e reader from Barnes Noble features colour touchscreen and has the same pricetag as Amazon s Kindle news tech Nook e reader has colour'
Politics,'Pope Francis questions Donald J Trump s C Full story Timeline Photos'
Social,'David Cameron is trying to renegotiate a deal for the UK but how did we get here Our colleagues at BBC Newsbeat EUref Newsbeat'
Social,'I ask one Please read and sign the petition so fewer kids Matt Dawson s two weeks of hell over son s meningitis'
Technology,'How much Some think the new smartphone will sell at a BBCGoFigure Timeline Photos'
Social,'Organisers say it ll create a dramatic finish Eurovision Song Contest overhauls voting rules'
Sports,'This could be Athletics IAAF Seb Coe is ready to ban Kenyan athletes from Olympics'
Social,'A school row over unkempt hair has sparked a movement to The women saying no afropuff hair is not unruly'
Social,'It is more important to get this right than do anything in a rush David Cameron on UK s EUref Get live updates here EU summit'
Social,'One man had a whole testicle removed rather than just a NHS never events called a disgrace'
Social,'A decline in tea How ways the UK s eating habits have changed'
Social,'Ooh Betty Crawford to reprise Frank Spencer role'
Social,'Gwyneth Paltrow had claimed she was sent dozens of letters ranging from religious to pornographic to threatening Man cleared in Gwyneth Paltrow stalking case'
Social,'The former England rugby captain wants all children Matt Dawson s two weeks of hell over son s meningitis'
Social,'Mental health is still stigmatised rarely talked about in But online it s InTheMind Online comics are helping people open up'
Social,'Hundreds of convicted murderers could now appeal after the Supreme Court Joint enterprise law wrongly interpreted for decades'
Social,'First it was gay emojis now it s T Indonesian Tumblr users fear their internet is shrinking'
Social,'All you need is Vet eats breakfast in kennel with abandoned dog'
